id_author,author,text,sentimen
UCgoKbK5cQ5N4BtSUQaU5L2g,@SyarifJamaluddin-qy6gf,Tangkap aja siapa pelakunya ini bukan hanya melanggar udang undang tapi ini termasuk pemberian secara senyap,Negatif
UClyCNym0e5Qzm4n_xSY6gcQ,@untungsubagio160,Manusia jakowi waktu masih menjabat  Negara RI seperti kepunyaan Kakeknya sakwudele dewe,Negatif
UCiyI_sPHM9uBOkcKZnjQmPA,@pakdan-t,"NGERiiii ADA BANDARA ILEGAL DLM NEGARA. Bandara tanpa memiliki perangkat negara, masak gakda aparat keamanan, Bea Cukai, petugas Imigrasi di lokasi. 
KalO bandara IMIP telah beroperasi sejak 2019, dah berapa banyak tambang & hsl bumi yang telah dikeruk. ANEH barang bs keluar masuk tanpa pengawasan. Harusnya tambang bs untuk kesejahteraan rakyat Indonesia.
Pembiaran adalah bentuk PENGHIANATAN terhadap amanat konstitusi. Jelas rawan terhadap kedaulatan dan stabilitas ekonomi.

HARUS DIUSUT TUNTAS & TRANSPARAN. Oknum yang terlibat, TEGAKKAN HUKUM JANGAN BENGKOK²",Negatif
UCW3n40Du55V5_mPIzLk3JoQ,@kucingjantan6846,Ga sulit kok nemuin pengkhianatnya... tinggal mau atau tidaknya mengungkap,Positif
UCQagbrXTMCWwAJTW7ckmv4Q,@slametrohadi5605,Memalukan menteri bicara buat gaduh. Sebaiknya segera mengundurkan diri.,Negatif
UCymgsUhcYAOb3sPUTPCB8rw,@basenetral,Luhut dan jokowi mungkin ada dibelakangnya?,Netral
UCfPD6hRGZPBxoBvpCVPU1Bg,@zanboys1571,"Coba Pak Jendral, di usut donk, penjarakan, hukum mati.",Negatif
UCjHohrq4HRCDQIoKevRuivQ,@faizfamili2,Sekelompok orang nya itu ya jokowi cs,Negatif
UCBoJhsHr_yBa4DlsdQjp3FQ,@bmotret6583,"Hedeh.... Ributnya baru sekarang... 
Mustahil satgas ga tau... Padahal pembangunan bandara itu tdk tercipta dlm semalam... Jokowi dan yg terkait harus bertanggung jawab..",Negatif
UC8vroCb2_VMq2yWjMWDwzlQ,@maulanayusuf9218,"2019 kok baru tau sekarang pak,, selama ini kemana TNI yng punya radar ituuuu.. ngowoh semua di kibulin jokowi ..",Negatif
UCctp9T1CewgvEZHCT_2XwBQ,@PacitanJawa-w1r,Jadi nenek moyang berjuang bertaruh nyawa eh ternyata ada yg malah menggadaikan negara kepada asing yg menikmati asing .ajib dihukum mati pengqianat negara  Jokowi dan kroninya .,Negatif
UCfD4pLxnSjS5XuEsEhmrt2w,@IwanPaul-h6n,"semua kerusakan negara Indonesia 10th dalang Mulyono,",Negatif
UCVtw65wy5MJAp8CsIPpRHeA,@bospoetra209,"Brrti pertahanan kita jebol pak, kemana tmi AD Au Al kita?? Kok bs gak mengetahui",Negatif
UCpdJtcPwCVf4TtV0rES0fTw,@Pvblicenemy_,sudah gila,Negatif
UClFhVWvo2hCPMokXDMP_2vA,@musafir7032,"Di cex kotak hitam ny,,,biar ketahuan apa saja kegiatan mereka selama ini",Negatif
UC7Z6yEaazBI97AK6Dcspasw,@totonmugiharjono1179,Ulah Jokowi si pengkhianat bangsa,Negatif
UCxdtvggR4SYsqBripTx7UkA,@BeriBerisandi,Parah Jokowi ini sebagai mantan pemimpin lebih banyak keburukan nya dari pada kebaikan nya.harus di usut tuntas bandara ilegal.mafia BUMN dan koruptor2.harus di jaga TNI jangan polisi lagi.karena polisi sudah rusak dari dalam dan luar dan melindungi mafia2,Negatif
UCd46e_Qm3uijYp2BvsekeHQ,@Purwanto-yk1wp,"Kapolri gk ada .dimana ini
Apa ini jadi tanda tanya",Negatif
UCd2wbR-pzA_FpkFeeHuM7HA,@SamsulBahri-et8ih,Pantasan pak jokowi hebat sampai2 pemimpin sekarang nurut apa kata  beliau. Semoga thn 2030 indonesia tdk jadi bubar sebagai mana pernah di katakan oleh pak prabowo,Positif
UCXXonVlaMkPL5jHQ7Rr6JsQ,@SyakbanPKU-k9g,jgan  kasi  ampun pak  jenderal tutup  langsung  dan  proses hukum  tampilkan  kepublik.,Negatif
UCZICkVwYPru9-MWBtVPe3LQ,@iqycelliqy-w8r,Yg aneh nya di mnletak nya para inteljen negara ko smpe kagak tau ada bandara ilegal . Biasa nya angkatan laut angkatan udara indonesia sangat canggih pemantauan smpe kagak tau apa emang ada yg nyumpel,Negatif
UC1Q9kL290XZ8MCNCDqXlZ4g,@RoslinaLina-kf4oc,Astaghfirullah.....ada apa dengan negeri ini ???? miris 😭😭😭,Negatif
UCMtIGk--KnPFQ7zF9D4a7KQ,@AloneWalkingStreetWorldWide,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,Netral
UCYo0vpQ1s5xgeP6J7ckwdjg,@indrasiahaan9996,"Knp bru skrg di ributkan...??? Mslh Tenaga Kerja Asing jg prlu pak di selidiki khusunya di area pertambangan Nickel, Halteng IWIP dan di Sulawesi di IMIP...??? Bhkn bnyk TKA Non Skill yg krja di area Pertambangan Tsb krn ad kbrnya adanya Karpet Merah bgi bgi TKA tsb.... Slalu kn Negara Blng krn Proyek Strategis Negara tp bkn menjual suatu daerah ke pihak Aseng jg pak.... Usut Tuntas apbl ada pelanggaran Hukum tnp pandang bulu",Negatif
UCYi6e9GTMK1ojYeDuA9BQeg,@mursyidalfath4722,Edan mulyono😮😮😮,Negatif
UCx1tgYdYiqn7rJz9uJBUp4w,@chumaidahsyaghofi7404,"Kita doakan semua pak syafri sehat agar dpt be4tindak 2:00 tegas demi negara  kesatuan Repubilk Indonesia
 Yaa Allah kteganya org2 yg gerogiti kekataan neg tdk mikirkn kesejehteraan  rajyat nya sendiri",Negatif
UCrecIjj2H_OhbmOpgnhzWDQ,@hermanprodj,Prabowo dulu khn Menhan di era Jokowi. Tanyakan kpd Prabowo aja. Ga mungkin dia ga tau.,Netral
UCYxJfjeF02l1uBFH-9xZ6ng,@HrB183,Udah seret siapa yg berkuasa selama 10 th...SMP ada bandara yg tak ilegal...dan siapa yg kasih ijinnya..?.....,Negatif
UC54G7zOJdbyXFTzhIqHZnyA,@Huda86-fd5ek,Mohon dalang semua ini di tangkap saja pak menhan,Negatif
UC5q5nue_OlP1d4PLasgIdGg,@lovely_gray,Jdkan Bandara TNI saja,Negatif
UC7qtc1xyMBUzmoAMxYEYF8g,@udinmiftakhudin5172,Berarti tka china selama ini masuk lewat situ pak.. Berantas pak. Bravo TNI,Negatif
UCwy3nGsyXOIVVV0Y9Hc4yOQ,@nafidzulizam4433,Adili Jokowi dan Kroni-Krininya,Negatif
UCwy3nGsyXOIVVV0Y9Hc4yOQ,@nafidzulizam4433,Bandara morowali itu dulu diresmikan oleh jokowi,Netral
UClWT4Zde-cxbBcIsVMHAoZg,@purwantopurwanto4886,Teruslah berbohong..kuburanmu kau gali sendiri. Hukum alam tak kenal kompromi. Tak menunggu ketok palu hakim,Negatif
UCtkERtAvjp5TeL5RICKYbpw,@sarjudisarjudi9337,Adili adaili adaili,Netral
UCEIjsVX4yZe2yEDRRxORZaA,@Januardi1990,Perbuatan jokowi,Negatif
UCsEi97rcdShVVKaNrg640hA,@Hends-qk1mv,"Wong Indonesia gampang lali ...... menolak lupa.
OJO kanggo pemimpin wong nonmoralis",Negatif
UCntKCCw18-LDvBfBgGYvtYQ,@falatehan2203,"Tegakkan hukum tanpa pandang bulu, berikan hukuman tegas kepada para pengkhianat negara",Negatif
UCAnFOoxg1NA15yS3DoobPQg,@hendiharlyandi2878,Yang meresmikan nya siapa itu harus di proses dan di pidanakan berat,Negatif
UC2ovZcqDB04B72o4ny9nV0Q,@tanpabataschannel1294,ADILI JOKOWI,Negatif
UCNh2lVBzthON_h6TGZ_S7dg,@azisazis1352,"MulYoNOOO  SI PERUSAK  SESTEM DI INDONESIA  PASIR LAUT SAJA DI LEGO KE 
SINGAPURA  UANGNYA  KE  MANA ....???",Negatif
UCNOxCbllsN9JyYi_0m1xbNQ,@indanwildani2810,"Lahhhh
Kemaren kemana aja,, ngaco",Negatif
UCqOq0as--yNGRVMxwDOGt1w,@mahayuddin7281,"Ilegal apanya. Nama bandara IMIP ada di websitenya Kementrian Perhubungan kok. Soal Beacukai dan Imigrasi. Kata Alvin Lie Ketua Asosiasi Pengguna Jasa Transportasi Udara. Bandara IMIP tsb adalah bandara khusu yg hanya melayani penerbangan domestik. Seperti halnya bandara Preefort dipapua. Beacukai dan Imigrasi hanya diperlukan dibandara Internasional seperti Hasanuddin Makassar. Jadi penerbangam dari luar negeri harus transit ke bandara internasional dulu. Utk diperiksa Imigrasi dan Beacukai. Baru lanjut ke IMIP tsb. Kalau sampai ada penerbangan asing langsung ke IMIP. Berarti Kemenhan, Kemenhub dan TNI AU tidak bekerja sama sekali.",Netral
UCcN4gZXl1H_dWo86etJT6fw,@fentiwulandari4840,PERIKSA JOKOWI DAN LUHUT BIAR TRANSPARAT RAKYAT TAU,Netral
UClyeQbHZw4J7v4aOKivCwYg,@MISSIOKAY,Alhamdulillah terbuka akhirnya. Saya hampir setahun memata matai kegiatan di Morowali.,Positif
UC1pA8vj0q6rw2goat8MFupw,@sitinamirah6251,"usut sampai ke akar2nya pak,,, hukum semua yg terlibat",Negatif
UCnf5VLlqvCimcgUOq_px9kg,@IswiAnto-om3lw,sedih lihat kondisi negara ini..,Negatif
UC1_tDbYYGVSyZufz1aCUJ5A,@chandrakurniawan399,*NEGARA SEBESAR INI DIBODOHI GENG SOLO & DIKURAS KEKAYAANNYA. MIRIS*,Negatif
UCaG5dTIgL3KQrrbWXvD8lcQ,@Henk-s4e,"kurang Bejad apalagi pemerintahan Jokowi, semua bisa dibihongi.. Bandara sebesar itu bisa ada dan beroperasi tanpa kehadiran pejabat dan aparat negara..",Negatif
UCaelF-9v02vGPn37UC7EoVA,@indotalent,"Negara tidak akan mau dan mampu perangi, berita ini pun akan hilang besok",Negatif
UCkJfmVFZN8xHz6WZ5wH9yAw,@ahmadjunaedi6820,usut tuntas semua pihak yang terlibat,Negatif
UCgO9nKz-S3R4I5uBihlzDag,@makbulsudrajat3320,GIILAAA...baru ada di dunia bandara ILEGAL...bayangkan semua kegiatan ILEGAL bisa masuk semua ke negara kita...pantesan narkoba marak di indonesia...WAJIB di usut tuntas....sangat MIRIS & MENYEDIHKAN 😢😢😢,Negatif
UCz2xQ4h6ljIwzx_gDE1VCnw,@takarov39,"Tidak semua bandara ada bea cukai dan imigrasinya dong, dan klasifikasinya juga ads umum ads khusus, contoh bandara pondok cabe emang ada imigrasi dan bea cukainya?",Netral
UCtRwNphCeH26XemmtOZ95nw,@BeMoelyono,"Yang saya heran, apakah luas bandara itu selebar bungkus nasi pecel? Kok sekarang baru ketahuan, kan banyak pesawat yg terbang di kawasan itu",Netral
UCuxLsx553vk_e5JJpwtjyuw,@pridenidarmawan5174,Edan nanti klo dah dihukum juga tumpul hilang begitu aja banyak kasus triliunan hilang begitu aja ngeri nih negara indonesia sekarang,Negatif
UCgEwaMIdX8hH_Z2b2W1mUzQ,@nofitapermatasari1718,"mari kita lihat pertontonkan ini"" apakah akan ada penindakan terhadap sekelompok orang yang mendirikan negara di dalam negara.
atau hanya akan menjadi dongeng lelucon dan omon-omon belaka?",Negatif
UC-RLoYvLJd28C1OQndUHpUg,@wasirunwasirun1809,Waaah ini gawat hrs di usut tuntas..,Negatif
UCKCt4J2R4b2g2Pcw22D-c7A,@wiwikcahyani9199,Udh jelas itu melanggar hukum negara Indonesia,Negatif
UCw5KsPb6CGKQjupREP3rlZg,@ahmadnavi2769,Pantas di sebut raja jawa ternyata mengendalikan semua... paraaah,Negatif
UCw5KsPb6CGKQjupREP3rlZg,@ahmadnavi2769,Gila kemana aja jiwa korsa TNI dalam menjaga ke utuhan indonesia.. parah emang mana yg katanya NKRI... usut jangan cuma drama,Negatif
UCaWTDz-GUL4qdQmgTh-d-Uw,@gilanxpratama4468,Ijn bandara . Gubernur.DPRD.bupati.camat.lurah .mereka pda  kmna ..anjg skali,Negatif
UC94MXwiIlt1hsRLeoPLuVMQ,@BarisanTukangSpam,Adili Jokowi 🔥,Negatif
UCwr6JMuLIkjUGqjXr-1otSw,@wildanpangarasan4758,Itukan yg resmikan Jokowi masa negara ga tau,Negatif
UCbfLWUSpjw2PYW84ZXzr7JA,@KusdianaNandang,"Semoga bpa2 ini tegak lurus berbuat kebaikan buat bangsa dan negara, dan jangan sampai masuk angin karena udah ungkap kebenaran nya, yang sehat2 selalu bpa2 yang punya jiwaa baik",Positif
UC3O99C-FM3bpeyCDyMBvFqw,@HappyBgt,Kemana aja pejabat jaman jokowi. Pelanggaran Segede gitu gak keliatan,Negatif
UC_uodJCP4qX3Ev4eUtktm_g,@mibanara5874,"6 TAHUN....!! 
DIMANA PARA APARAT HUKUM.....
TERUTAMA POLISI......KALIAN PADA TIDUR....!!!
(JAGA RAKYAT AJA TIDAK MAMPU..GUMANA JAGA NEGARA....)",Negatif
UCqfZq-GxF171UrG_KudbnHg,@MuhammadUsman-e3b8l,Siapa berani meriksa jenderal opung?,Netral
UCWeXbRC31sZQ0Nb2m-u1WsA,@DonRembo,Dulu banyak yg speak up malah dibungkam. Skrg baru pada berusaha jadi pahlawan 😂,Negatif
UCp6brXg9QBSiIiSV5Xu6c7w,@nenenginaapriani7182,Sakit saya dengan manusia2 bejad begini😢,Negatif
UC41k4SJHRaAuvlTStnJQKgQ,@muhammadkikiginting5156,😢,Netral
UC_4TPwJhnZVi2CYj2ndPbHA,@RomaniusBenitez,"Menhan waktu itu siapa,baru taunya sekaramg ini sandiwara saja untuk menutupi isau ijasah palsu",Negatif
UCwONLkILHQfngfbBDcRxe2g,@haribahagia,"Tangkap oknum kementrian perhubungan, oknum dinas perhubungan dan semua pihak terkait  jika terbukti bersalah karena ini sangat berbahaya, mereka bisa saja menyelundupkan manusia dan menyelundupkan senjata dan itu berbahaya bagi kedaulatan negara, harusnya mereka semua bisa dihukum mati",Negatif
UCf1RfScRncQADyC5ZoF25EQ,@Kainun01,MENHAKAM nya siapa ya waktu itu...😂,Netral
UC_D-Trd8B0Kx_Mtwk8YFr6Q,@43p5,Sinetron baru lagi nih......ini tentara baru di indonesia 2 hari jadi ngomongnya begitu.....,Negatif
UC1fWRYc6oPkLjc6gbBa2ZBw,@CoGanteng1922,"Mantap pak Wowo..pak Safri..
Ambil kedaulatan bangsa..hancurkan kejahatan mulyono",Positif
UC-JEaG-O8_gu6q9P2na49QQ,@hansalexanderlianata5944,"Bandara lokal.. Jg tidak pny imigrasi dan beacukai. Pak.. Overthinking jgn diomongin.,   Kalau hanya curiga, jgn diomongin. Njenengan itu pejabat tinggi..Nnt keliatan tak menguasai masalah..
Contohnya
bandara pondok cabe apa beacukai dan imigrasi nya pak. ? Wes.. Konoha2x gimn bisa maju.. ?😂😂",Negatif
UCq8qACtY-FSNDj_ZKj6pRjA,@OmbenOmben-d9c,"SEBESAR, SELEBAR, SEKELAS BANDARA BISA DIKATAKAN ELEGAL,",Negatif
UClJKDOxVAHM2qAXPeM-Wrig,@perwiranegara,"Ya gak mungkinlah Pak Menhan, coba cek ke anak buah yg ngasih informasi mungkin belum lengkap... 😂",Netral
UCVCrg4G4Mn4_a_pvDwqIhYw,@HendraYoga-i9w,Betul pak. Harus tegas kita.,Netral
UCHUzACzcmztz1XyHEG8y0Tw,@andiyanuar8199,Jgn lupa dgn kasus kantor polisi bersama indo-China. 10thn mulyono berkuasa rusak negara!,Negatif
UCYhrDqmP0a91s0FjzqGvnJA,@yusrilbuton5878,"Banyak Orang china masuk bebas ke indonesia, tambang nikel Imip, tambang Nikel Iwip, tambang nikel Harita, tambang  nikel taliabu,,nonton pernyataan Ruslan Beliau pernah bertugas di taliabu, semua beliau beberkan..",Negatif
UC2tVM2--qZum8mfdvR-o7pA,@Oppoa53-nv9pk,"Dgn ijazah palsu maka kebijakan penuh dgn kebohongan,,,yg luar biasa,,,,bagaimana muka2 para TERMUK2,,dgn majikan nya,,,,,Penegak hukum apakah berani mengusut tuntas para maling2 kelas elite",Negatif
UC5_E8R-Xf4MVa7Zx0iUed3g,@KrisWanto-hg7bh,"Bingung dah mau berkata apa"" ...",Negatif
UCqBQjuTCDNsYE7qnQSXGbtQ,@aku_siapaatuhh,"Jokowidodo ,Luhut Binsar Panjaitan TNI angkatan udara,polri gilaa mereka ada bandara ilegal bebas beroperasi dari 2019 planga plongo diem aja bebas memasukan barang ilegal ke negara Indonesia",Negatif
UCd2VqO0amjJewv6NQ5FYWpg,@mashuriperdede2314,Gilo sekali pemimpin kita ini ya luar biasa tangkap dan penjarakan orang orang yang terlibat di dalam ini,Negatif
UCS3VwoiAqav6Hvf9Flbzomw,@ahmadnurislam9891,Berani usutkah? Jangan2 ujungnya macam kasus ijazah,Negatif
UCqvX8lspr1-sGmn6reefX7Q,@TokoindahAlqodiri,"Tolong, Indonesia punya TNI jaga nkri jangan sampai kecolongan malu kpd negara lain",Positif
UCYM8OJdJ7wP-iUYreTDazBQ,@HanaPertiwi-hy9st,Ada aparat yg bermain. Seolah olah d buat tidak ada hal yg penting.,Negatif
UCYM8OJdJ7wP-iUYreTDazBQ,@HanaPertiwi-hy9st,Gila. Mana aparat penegak hukum. Yg makan gaji dari rakyat Indonesia. Sedangkan untuk melindungin NKRI jgn di anggap hal sepeleh,Negatif
UC5pGuV8hB3AV0if5s0ZGKIw,@ArynalFirdaus,Bongkar aj tu PK..merusak negri kt,Negatif
UCG8ziRTOIOcwcVdXDyLPfpA,@aufarrizal9403,"Gila...
Pemerintahan jokowi dari dulu busuknya udah tercium tapi pada diem² bae...

Skrg udah jelas dan terbuka, apa tindakan selanjutnya di keperintahan prabowo, apakah prabowo jg bkl diem² aja",Negatif
UC1RHObdqMnM52WJ_xCKNpMQ,@martinuslay640,Lha emang ga ke monitor di radar RI?,Netral
UCqvX8lspr1-sGmn6reefX7Q,@TokoindahAlqodiri,Ya allah lindungi negara kita Indonesia setan dan manusia jahat,Negatif
UCj3281cs9jxQJLcusx5V_3w,@SyakySyaky,Setoran besar JD bebas,Negatif
UCWd6kUE6pCmY_7TE8EkZkkA,@rahmatrama1949,"selain it trunkan semua aparat untuk memeriksa semua pekerja ilegal di Morowali, pekerja ilegal Morowali sangat banyak",Negatif
UCISkOsFLW91we7VgIkg0zlQ,@JamilAhmad-r3c,Mafia berdasi sulit untuk di basmi,Negatif
UCkwFU16HTz3A-XcneGxVmcA,@teguhwanto4523,PROSEA HUKUM,Netral
UCDf23F8L-4qC82BWm3Z49cg,@afifudinnur3429,Tunjukkanlah kami dan  Pemimpin pemimpin kami jalan yang benar dan adil serta tetap Istiqomah/Konsisten.,Positif
UCzBk4e8ZPOrSwnwgYGYZACQ,@IsroAlamin-dx1hb,Lihat juga penjelasan bung alvin lee biar seimbang,Netral
UCFagacELTAv5HK4Ei4RLpcw,@Miff_RC,PT IMIP juga perlu diperiksa pak!!!!,Negatif
UCYurApJBYRpcHSOhlMtT0hA,@habibzyehan4918,Minta Jokowi bertanggung jawab,Netral
UCEnm-_9MsPq_hN2qvww0O3g,@ahmadnazarudin-m5u,Mentri pertahanan wkt itu sibuk nanam singkong tumbuh duren 😁🤭,Negatif
UCFagacELTAv5HK4Ei4RLpcw,@Miff_RC,"bandaranya kita ubah aja pak jadi lahan pertanian untuk stok penanam beras,",Netral
UCPqqs2woLpyUAPIGuK6LjIg,@awg1234-r4d,"Sikat habis, jaga marwah bangsa dan negara.",Positif
UCq86I-S7gfrLvFIcKEj3Tjw,@ILHAMILHAM-ec5tg,Sangat jahat sekali.....,Negatif
UCd9WLL6dMitkGscCMnZeUQg,@ZakyWawa,Semua gara² jokowi,Negatif
UCljREpi0wa_xeQDdgiwyJsw,@AliTopan-z8c,Jokowi si PKI politik balas dendam pada NKRI agar Indonesia hancur hutang banyak dengan negara China agar Indonesia dalam cengkeraman cina adili Jokowi,Negatif
UCN9rI_ARBCdGRo6wIwN9ing,@Faisalfaisal-k7e,Mestinya Jokowi harus ditangkap masa resmikan bandara yg kelola orang asing,Negatif
UCbnntg6Wr0JgnMN8IHY-5rg,@Imronrosadi-m5h,Jahat jahat sampe punya negara di jual oleh pemimpin kelompok jokowi,Negatif
UCknaY523CROZjo5fp16lOoQ,@AdangM-b6b,"Alhamdulillah, terbongkar semuanya ❤",Positif
UChjZPNApgzRGxrK7MiOiWrQ,@ANB-tn8dk,ya alloh berikan orang orang jujur,Positif
UChjZPNApgzRGxrK7MiOiWrQ,@ANB-tn8dk,kurang ajar,Negatif
UCPD3QUPbis_vVwYHdRs70MA,@ahmadsodiq4972,"SEDANG ADA GUGATAN DI MK AGAR 
DANA PENSIUN DPR DI HAPUS.... KENAPA MEDIA MEDIA TIDAK MEMBERITAKAN",Negatif
UCXJeKAHPyvMYQzq4It_PsTQ,@8888bumi,"Lucu, bandara sebesar itu baru ketauan sekarang, dan org2 dipemerintahan sekrg dgn masa si jokowi juga masih itu2 juga orgnya. Kyk pura2 kaget baru tau ada bandara itu.",Negatif
UClco4IdIOF9EaxXQS5zGRcw,@budidarmawan3956,Tito mana 😅,Netral
UC8zvoIqrqxzoTYWWoaiqpCg,@paklangmz,"Siapa yang bangun dan meresmikan bandara Morowali tu Pak..?  Hati hati pak , nanti ada yg pasang badan.. 😂😅",Netral
UCJwXcYjcgZV-9p21styRq1A,@raidhaniipsaepulloh6636,"Pemerintahan Jokowi bobrok alias bayak yg korupsi diam², rakyat bayak yg di sengsarakn juga,,",Negatif
UCdyTXmA1HDALGr72C4qvRGA,@adrianavis-bo8fu,"Percuma bandara ilegal ini ditemukan, aparat penegak hukum tdk akan berani mengusut keterlibatan Jokowi, hukum di negeri ini sudah rusak, coba buktikan bahwa Jokowi terlibat, berani enggak",Negatif
UCwG31eTha9DdpbTFPpid4aw,@hestikusumastuti1686,Apa hub.dgn p jokowi yaaa.....dulu memmang di resmikn ....tp  di selewengkn apa gitu...,Negatif
UC-lHXmw4PAQlAtnSWVYThBQ,@sultengINDONESIA,Kalau melanggar hukum.. Kenapa kalimat mu bgtu jendral.... Itu sudh melanggar..,Negatif
UCpci2NIRa5HVB5bi6ifyJvw,@g4sspoollurrr115,"Paham kan klo Jokowi hanya tukang kayu, beliau gk punya kekuatan besar utk melawan musuh di lingkaranya , sehingga belaiu memilih keluar dri lingkaran tersebut dan mencatat nama nama penjahat di era kepemimpinannya dan 87kan kepada pak Prabowo yg memiliki kekuatan besar utk melawan penjajat bangsa titipan partai tersebut",Negatif
UCegmlShjrqM2IFze43UYvSA,@alphabeta4396,Emg anzinkkk para pengkhianat bangsa,Negatif
UC2knieWhgB9jUG02KrdygSA,@Giblartar-o1q,Gila ada bandara tanpa bea cukai,Negatif
UCG45sv8oUm91au8-yS1Qhxw,@SusBagiyo,Dibelakang layar Pastinya Mulyono...! Tp kalo ditanya Saya Tidak tahu. Jangan Tanya saya.  !!!😂,Netral
UChtr4zm6DaN7mIGrAMv90SQ,@BurungElang-e1f,"Inilah bahayanya penghianat penghianat neegara ,,SDH lupa tugas dan tanggung jawab menjaga Daan melindungi bangsa dan negara justru sebaliknya menghianati amanah dippunddaknya untuk menjaga dan melindungi bangsa dan negara ,,
Pa menhan kejagatsn Jokowi dan oligarki ,SDH melampau batas ,,SDH di jadikan alat oleh oligarki untuk merusak kedaulatan bangsa dan negara ,,ini lebiihh jahat lagi pa menhan,,dari kejahatan Pki ,,,
Jikaa TDK segera di sambil tindakan tegas SDH pasti oligarki akan lebih dahsyat menguasai negara inii",Negatif
UC-7b629Q8My_cFwi-MESZjA,@dickyramdan,Tidak salah rakyat geram karena memang si mulyono adalah penghianat bangsa,Negatif
UC1_gJ2sd6OVo03XiN2xx9ag,@MaenIwak,Ayo bro kita tegaskan tagar untuk mengadili jokowi inim sudah sangat sangat merusak sekali,Negatif
UCKqacmhMEwn1oUT3gxbPmTg,@esdimanmatanari8938,"Jangan hanya omon-omon pak, kedengaran indah faktanya nol, segera eksekusi",Negatif
UCLKDz_obS89oK4O1iAZH0QA,@juliandajul,Tapi dibantah kemenhub. Gimana nih?,Netral
UCzl2Lg6j7TTwFIuMv8ncbvg,@Suleman1961-fx8yf,Tanya saja ke Jokowi dan Luhut pasti tahu semuanya.,Netral
UC9BmHMlT4txn-WRIKA6W5NA,@NinaNurazahrakartini,Ini sangat berbahaya bagi. Sebuah negara yg. Berdaulad,Negatif
UCRyAe3AyIuT_tGal9WfG3KQ,@bayoubhai1501,Ulah siapa? Jawabannya siapa lagi yg suka merusak tatanan negara,Negatif
UC9apFkXPs1CUWPd3nyYlLtg,@fransedward3550,Kalau tidak berani lebih baik mundur kalian,Negatif
UCpJZYIhjNUinbs008cArD1g,@INFOIN474,"Raja hutang
Raja bohong
Siapa hayooo??????
Jawab gaess🤣",Negatif
UCpJZYIhjNUinbs008cArD1g,@INFOIN474,Jadi pahamkan siapa yang jadi borok negara ini😅,Negatif
UCpJZYIhjNUinbs008cArD1g,@INFOIN474,Khusus buat tka china sprtinya😮,Netral
UC18w4SJ6oAL4MX1Dt0hTynQ,@BeautyArabian195,HIDUP JOKOWI.....!!!!!!,Negatif
UC9D7BNVm_wdNav_9z5jMAlw,@Redmi7-n9t,Petahabannya lemahh pak kurang tegas buat orang yang salah,Negatif
UCu3CVh6bUApT__BMgNEsAWQ,@inaastina8173,PRESTASI JOKOWI.LBP DAN KROCONYA harus di di usut  dah sangat merugikan rakyat...,Negatif
UC2rHZTd-6XuT3J0VbUivlZg,@jihanfahira8434,"Makanya Panglima TNI pak Gatot Nurmantyo dipecat sebelum masa jabatannya habis, karena mengungkap kebenaran adanya rencana impor 5000 senjata api ilegal ke Indonesia, serta karena ia memerintahkan jajarannya utk menonton film G30S/PKI utk mengingatkan bahaya komunisme.",Negatif
UCh59VO2vVGwcMXQwjegTtdg,@budaxbanten5678,Sungguh tak masuk di akal. Sekelas bandar aja masa baru ketahuan skrng. Apa lgi yg kecil di bawah itu.. Pasti lebih parah😢,Negatif
UC6g4JmXnZpJUpKI0DS90Oqg,@liamulyani5603,Innalillahi,Negatif
UCcl6AiKrNdK6mm4JbnbwgIw,@GaluhPakuan-e2w,Knp Jokowi tdk diadili?,Negatif
UCh_Oj6LfTDRrQD8MTZMUzVw,@idanovie-z2i,"🙄🤔😏😪😪😪😪....COME ON..SERIOUSLY.?
  APA SELAMA INI PADA PURA2 BUTA DAN TULI SEMUANYA APA GIMANA YA.? NEGARA PASTI BERANTAS.??? COME ON, CUMA SELEMBAR IJAZAH AJA NEGARA GAK BISA APA2. SHAME ON YOU.!!!! MEMALUKAN.",Negatif
UC3kFkhkDtZhpIXvEXLASCxg,@mergefellasbrain,sikattt kodok solo & anaknya,Negatif
UCQ-5tJu2xl0OckXNvMRJqrw,@yurimaindriyani3359,"Tunggu apa lagi, ringkus jokowor, sudah terlalu banyak dosanya pada bangsa ini.",Negatif
UCj48hgVI5rjBiUNnYuENsLQ,@mr.h5426,"Berani ngga menangkap yg kasih ijin???? 😂😂😂😂😂😂
Kalo ngga berani mending jgn di infokan ke publik pak.. nanti jadi rame lagi dan mencoreng nama baik President 🙏🏻🙏🏻🙏🏻",Negatif
UCDWcCGXv34GQJPyk87YEzgQ,@mangiringlumbangaol8472,"Jika DPR RI punya visi dan misi yang benar, dalam kasus seperti ini sudah selayaknya menggunakan otoritas masing-masing...!!!",Netral
UCDWcCGXv34GQJPyk87YEzgQ,@mangiringlumbangaol8472,"....menyikapi kasus seperti ini negara walaupun pahit, harus maju demi tegaknya kebenaran dan keadilan.....!!!!!",Positif
UC4SQHOWSDXInLWSxaTTQbIQ,@alghazali890,Biadabnya pemerintahan sebelum prabowow,Negatif
